orignal_video_path,fake_video_path,original_label,fake_label,pair_id
faceframes\real\video411.mp4,faceframes\fake\fakevideo411.mp4,1,0,video411
faceframes\real\video412.mp4,faceframes\fake\fakevideo412.mp4,1,0,video412
faceframes\real\video413.mp4,faceframes\fake\fakevideo413.mp4,1,0,video413
faceframes\real\video414.mp4,faceframes\fake\fakevideo414.mp4,1,0,video414
faceframes\real\video415.mp4,faceframes\fake\fakevideo415.mp4,1,0,video415
faceframes\real\video416.mp4,faceframes\fake\fakevideo416.mp4,1,0,video416
faceframes\real\video417.mp4,faceframes\fake\fakevideo417.mp4,1,0,video417
faceframes\real\video418.mp4,faceframes\fake\fakevideo418.mp4,1,0,video418
faceframes\real\video419.mp4,faceframes\fake\fakevideo419.mp4,1,0,video419
faceframes\real\video42.mp4,faceframes\fake\fakevideo42.mp4,1,0,video42
faceframes\real\video420.mp4,faceframes\fake\fakevideo420.mp4,1,0,video420
faceframes\real\video421.mp4,faceframes\fake\fakevideo421.mp4,1,0,video421
faceframes\real\video422.mp4,faceframes\fake\fakevideo422.mp4,1,0,video422
faceframes\real\video423.mp4,faceframes\fake\fakevideo423.mp4,1,0,video423
faceframes\real\video424.mp4,faceframes\fake\fakevideo424.mp4,1,0,video424
faceframes\real\video425.mp4,faceframes\fake\fakevideo425.mp4,1,0,video425
faceframes\real\video426.mp4,faceframes\fake\fakevideo426.mp4,1,0,video426
faceframes\real\video427.mp4,faceframes\fake\fakevideo427.mp4,1,0,video427
faceframes\real\video428.mp4,faceframes\fake\fakevideo428.mp4,1,0,video428
faceframes\real\video429.mp4,faceframes\fake\fakevideo429.mp4,1,0,video429
faceframes\real\video43.mp4,faceframes\fake\fakevideo43.mp4,1,0,video43
faceframes\real\video430.mp4,faceframes\fake\fakevideo430.mp4,1,0,video430
faceframes\real\video431.mp4,faceframes\fake\fakevideo431.mp4,1,0,video431
faceframes\real\video432.mp4,faceframes\fake\fakevideo432.mp4,1,0,video432
faceframes\real\video433.mp4,faceframes\fake\fakevideo433.mp4,1,0,video433
faceframes\real\video434.mp4,faceframes\fake\fakevideo434.mp4,1,0,video434
faceframes\real\video435.mp4,faceframes\fake\fakevideo435.mp4,1,0,video435
faceframes\real\video436.mp4,faceframes\fake\fakevideo436.mp4,1,0,video436
faceframes\real\video437.mp4,faceframes\fake\fakevideo437.mp4,1,0,video437
faceframes\real\video438.mp4,faceframes\fake\fakevideo438.mp4,1,0,video438
faceframes\real\video439.mp4,faceframes\fake\fakevideo439.mp4,1,0,video439
faceframes\real\video44.mp4,faceframes\fake\fakevideo44.mp4,1,0,video44
faceframes\real\video440.mp4,faceframes\fake\fakevideo440.mp4,1,0,video440
faceframes\real\video441.mp4,faceframes\fake\fakevideo441.mp4,1,0,video441
faceframes\real\video442.mp4,faceframes\fake\fakevideo442.mp4,1,0,video442
faceframes\real\video443.mp4,faceframes\fake\fakevideo443.mp4,1,0,video443
faceframes\real\video444.mp4,faceframes\fake\fakevideo444.mp4,1,0,video444
faceframes\real\video445.mp4,faceframes\fake\fakevideo445.mp4,1,0,video445
faceframes\real\video446.mp4,faceframes\fake\fakevideo446.mp4,1,0,video446
faceframes\real\video447.mp4,faceframes\fake\fakevideo447.mp4,1,0,video447
faceframes\real\video448.mp4,faceframes\fake\fakevideo448.mp4,1,0,video448
faceframes\real\video449.mp4,faceframes\fake\fakevideo449.mp4,1,0,video449
faceframes\real\video45.mp4,faceframes\fake\fakevideo45.mp4,1,0,video45
faceframes\real\video450.mp4,faceframes\fake\fakevideo450.mp4,1,0,video450
faceframes\real\video451.mp4,faceframes\fake\fakevideo451.mp4,1,0,video451
faceframes\real\video452.mp4,faceframes\fake\fakevideo452.mp4,1,0,video452
faceframes\real\video453.mp4,faceframes\fake\fakevideo453.mp4,1,0,video453
faceframes\real\video454.mp4,faceframes\fake\fakevideo454.mp4,1,0,video454
faceframes\real\video455.mp4,faceframes\fake\fakevideo455.mp4,1,0,video455
faceframes\real\video456.mp4,faceframes\fake\fakevideo456.mp4,1,0,video456
faceframes\real\video457.mp4,faceframes\fake\fakevideo457.mp4,1,0,video457
faceframes\real\video458.mp4,faceframes\fake\fakevideo458.mp4,1,0,video458
faceframes\real\video459.mp4,faceframes\fake\fakevideo459.mp4,1,0,video459
faceframes\real\video46.mp4,faceframes\fake\fakevideo46.mp4,1,0,video46
faceframes\real\video460.mp4,faceframes\fake\fakevideo460.mp4,1,0,video460
faceframes\real\video461.mp4,faceframes\fake\fakevideo461.mp4,1,0,video461
faceframes\real\video462.mp4,faceframes\fake\fakevideo462.mp4,1,0,video462
faceframes\real\video463.mp4,faceframes\fake\fakevideo463.mp4,1,0,video463
faceframes\real\video464.mp4,faceframes\fake\fakevideo464.mp4,1,0,video464
faceframes\real\video465.mp4,faceframes\fake\fakevideo465.mp4,1,0,video465
faceframes\real\video466.mp4,faceframes\fake\fakevideo466.mp4,1,0,video466
faceframes\real\video467.mp4,faceframes\fake\fakevideo467.mp4,1,0,video467
faceframes\real\video468.mp4,faceframes\fake\fakevideo468.mp4,1,0,video468
faceframes\real\video469.mp4,faceframes\fake\fakevideo469.mp4,1,0,video469
faceframes\real\video47.mp4,faceframes\fake\fakevideo47.mp4,1,0,video47
faceframes\real\video470.mp4,faceframes\fake\fakevideo470.mp4,1,0,video470
faceframes\real\video471.mp4,faceframes\fake\fakevideo471.mp4,1,0,video471
faceframes\real\video472.mp4,faceframes\fake\fakevideo472.mp4,1,0,video472
faceframes\real\video473.mp4,faceframes\fake\fakevideo473.mp4,1,0,video473
faceframes\real\video474.mp4,faceframes\fake\fakevideo474.mp4,1,0,video474
faceframes\real\video475.mp4,faceframes\fake\fakevideo475.mp4,1,0,video475
faceframes\real\video476.mp4,faceframes\fake\fakevideo476.mp4,1,0,video476
faceframes\real\video477.mp4,faceframes\fake\fakevideo477.mp4,1,0,video477
faceframes\real\video478.mp4,faceframes\fake\fakevideo478.mp4,1,0,video478
faceframes\real\video479.mp4,faceframes\fake\fakevideo479.mp4,1,0,video479
faceframes\real\video48.mp4,faceframes\fake\fakevideo48.mp4,1,0,video48
faceframes\real\video480.mp4,faceframes\fake\fakevideo480.mp4,1,0,video480
faceframes\real\video481.mp4,faceframes\fake\fakevideo481.mp4,1,0,video481
faceframes\real\video482.mp4,faceframes\fake\fakevideo482.mp4,1,0,video482
faceframes\real\video483.mp4,faceframes\fake\fakevideo483.mp4,1,0,video483
faceframes\real\video484.mp4,faceframes\fake\fakevideo484.mp4,1,0,video484
faceframes\real\video485.mp4,faceframes\fake\fakevideo485.mp4,1,0,video485
faceframes\real\video486.mp4,faceframes\fake\fakevideo486.mp4,1,0,video486
faceframes\real\video487.mp4,faceframes\fake\fakevideo487.mp4,1,0,video487
faceframes\real\video488.mp4,faceframes\fake\fakevideo488.mp4,1,0,video488
faceframes\real\video489.mp4,faceframes\fake\fakevideo489.mp4,1,0,video489
faceframes\real\video49.mp4,faceframes\fake\fakevideo49.mp4,1,0,video49
faceframes\real\video490.mp4,faceframes\fake\fakevideo490.mp4,1,0,video490
faceframes\real\video491.mp4,faceframes\fake\fakevideo491.mp4,1,0,video491
faceframes\real\video492.mp4,faceframes\fake\fakevideo492.mp4,1,0,video492
faceframes\real\video493.mp4,faceframes\fake\fakevideo493.mp4,1,0,video493
faceframes\real\video494.mp4,faceframes\fake\fakevideo494.mp4,1,0,video494
faceframes\real\video495.mp4,faceframes\fake\fakevideo495.mp4,1,0,video495
faceframes\real\video496.mp4,faceframes\fake\fakevideo496.mp4,1,0,video496
faceframes\real\video497.mp4,faceframes\fake\fakevideo497.mp4,1,0,video497
faceframes\real\video498.mp4,faceframes\fake\fakevideo498.mp4,1,0,video498
faceframes\real\video499.mp4,faceframes\fake\fakevideo499.mp4,1,0,video499
faceframes\real\video5.mp4,faceframes\fake\fakevideo5.mp4,1,0,video5
faceframes\real\video50.mp4,faceframes\fake\fakevideo50.mp4,1,0,video50
faceframes\real\video500.mp4,faceframes\fake\fakevideo500.mp4,1,0,video500
faceframes\real\video501.mp4,faceframes\fake\fakevideo501.mp4,1,0,video501
faceframes\real\video502.mp4,faceframes\fake\fakevideo502.mp4,1,0,video502
faceframes\real\video503.mp4,faceframes\fake\fakevideo503.mp4,1,0,video503
faceframes\real\video504.mp4,faceframes\fake\fakevideo504.mp4,1,0,video504
faceframes\real\video505.mp4,faceframes\fake\fakevideo505.mp4,1,0,video505
faceframes\real\video506.mp4,faceframes\fake\fakevideo506.mp4,1,0,video506
faceframes\real\video507.mp4,faceframes\fake\fakevideo507.mp4,1,0,video507
faceframes\real\video508.mp4,faceframes\fake\fakevideo508.mp4,1,0,video508
faceframes\real\video509.mp4,faceframes\fake\fakevideo509.mp4,1,0,video509
faceframes\real\video51.mp4,faceframes\fake\fakevideo51.mp4,1,0,video51
faceframes\real\video510.mp4,faceframes\fake\fakevideo510.mp4,1,0,video510
faceframes\real\video511.mp4,faceframes\fake\fakevideo511.mp4,1,0,video511
faceframes\real\video512.mp4,faceframes\fake\fakevideo512.mp4,1,0,video512
faceframes\real\video513.mp4,faceframes\fake\fakevideo513.mp4,1,0,video513
faceframes\real\video514.mp4,faceframes\fake\fakevideo514.mp4,1,0,video514
faceframes\real\video515.mp4,faceframes\fake\fakevideo515.mp4,1,0,video515
faceframes\real\video516.mp4,faceframes\fake\fakevideo516.mp4,1,0,video516
faceframes\real\video517.mp4,faceframes\fake\fakevideo517.mp4,1,0,video517
faceframes\real\video518.mp4,faceframes\fake\fakevideo518.mp4,1,0,video518
faceframes\real\video519.mp4,faceframes\fake\fakevideo519.mp4,1,0,video519
faceframes\real\video52.mp4,faceframes\fake\fakevideo52.mp4,1,0,video52
faceframes\real\video520.mp4,faceframes\fake\fakevideo520.mp4,1,0,video520
faceframes\real\video521.mp4,faceframes\fake\fakevideo521.mp4,1,0,video521
faceframes\real\video522.mp4,faceframes\fake\fakevideo522.mp4,1,0,video522
faceframes\real\video523.mp4,faceframes\fake\fakevideo523.mp4,1,0,video523
faceframes\real\video524.mp4,faceframes\fake\fakevideo524.mp4,1,0,video524
faceframes\real\video525.mp4,faceframes\fake\fakevideo525.mp4,1,0,video525
faceframes\real\video526.mp4,faceframes\fake\fakevideo526.mp4,1,0,video526
faceframes\real\video527.mp4,faceframes\fake\fakevideo527.mp4,1,0,video527
faceframes\real\video528.mp4,faceframes\fake\fakevideo528.mp4,1,0,video528
faceframes\real\video529.mp4,faceframes\fake\fakevideo529.mp4,1,0,video529
faceframes\real\video53.mp4,faceframes\fake\fakevideo53.mp4,1,0,video53
faceframes\real\video530.mp4,faceframes\fake\fakevideo530.mp4,1,0,video530
faceframes\real\video531.mp4,faceframes\fake\fakevideo531.mp4,1,0,video531
faceframes\real\video532.mp4,faceframes\fake\fakevideo532.mp4,1,0,video532
faceframes\real\video533.mp4,faceframes\fake\fakevideo533.mp4,1,0,video533
faceframes\real\video534.mp4,faceframes\fake\fakevideo534.mp4,1,0,video534
faceframes\real\video535.mp4,faceframes\fake\fakevideo535.mp4,1,0,video535
faceframes\real\video536.mp4,faceframes\fake\fakevideo536.mp4,1,0,video536
faceframes\real\video537.mp4,faceframes\fake\fakevideo537.mp4,1,0,video537
faceframes\real\video538.mp4,faceframes\fake\fakevideo538.mp4,1,0,video538
faceframes\real\video539.mp4,faceframes\fake\fakevideo539.mp4,1,0,video539
faceframes\real\video54.mp4,faceframes\fake\fakevideo54.mp4,1,0,video54
faceframes\real\video540.mp4,faceframes\fake\fakevideo540.mp4,1,0,video540
faceframes\real\video541.mp4,faceframes\fake\fakevideo541.mp4,1,0,video541
faceframes\real\video542.mp4,faceframes\fake\fakevideo542.mp4,1,0,video542
faceframes\real\video543.mp4,faceframes\fake\fakevideo543.mp4,1,0,video543
faceframes\real\video544.mp4,faceframes\fake\fakevideo544.mp4,1,0,video544
faceframes\real\video545.mp4,faceframes\fake\fakevideo545.mp4,1,0,video545
faceframes\real\video546.mp4,faceframes\fake\fakevideo546.mp4,1,0,video546
faceframes\real\video547.mp4,faceframes\fake\fakevideo547.mp4,1,0,video547
faceframes\real\video548.mp4,faceframes\fake\fakevideo548.mp4,1,0,video548
faceframes\real\video549.mp4,faceframes\fake\fakevideo549.mp4,1,0,video549
faceframes\real\video55.mp4,faceframes\fake\fakevideo55.mp4,1,0,video55
faceframes\real\video550.mp4,faceframes\fake\fakevideo550.mp4,1,0,video550
faceframes\real\video551.mp4,faceframes\fake\fakevideo551.mp4,1,0,video551
faceframes\real\video552.mp4,faceframes\fake\fakevideo552.mp4,1,0,video552
faceframes\real\video553.mp4,faceframes\fake\fakevideo553.mp4,1,0,video553
faceframes\real\video554.mp4,faceframes\fake\fakevideo554.mp4,1,0,video554
faceframes\real\video555.mp4,faceframes\fake\fakevideo555.mp4,1,0,video555
faceframes\real\video556.mp4,faceframes\fake\fakevideo556.mp4,1,0,video556
faceframes\real\video557.mp4,faceframes\fake\fakevideo557.mp4,1,0,video557
faceframes\real\video558.mp4,faceframes\fake\fakevideo558.mp4,1,0,video558
faceframes\real\video559.mp4,faceframes\fake\fakevideo559.mp4,1,0,video559
faceframes\real\video56.mp4,faceframes\fake\fakevideo56.mp4,1,0,video56
faceframes\real\video560.mp4,faceframes\fake\fakevideo560.mp4,1,0,video560
faceframes\real\video561.mp4,faceframes\fake\fakevideo561.mp4,1,0,video561
faceframes\real\video562.mp4,faceframes\fake\fakevideo562.mp4,1,0,video562
faceframes\real\video563.mp4,faceframes\fake\fakevideo563.mp4,1,0,video563
faceframes\real\video564.mp4,faceframes\fake\fakevideo564.mp4,1,0,video564
faceframes\real\video565.mp4,faceframes\fake\fakevideo565.mp4,1,0,video565
faceframes\real\video566.mp4,faceframes\fake\fakevideo566.mp4,1,0,video566
faceframes\real\video567.mp4,faceframes\fake\fakevideo567.mp4,1,0,video567
faceframes\real\video568.mp4,faceframes\fake\fakevideo568.mp4,1,0,video568
faceframes\real\video569.mp4,faceframes\fake\fakevideo569.mp4,1,0,video569
faceframes\real\video57.mp4,faceframes\fake\fakevideo57.mp4,1,0,video57
faceframes\real\video570.mp4,faceframes\fake\fakevideo570.mp4,1,0,video570
faceframes\real\video571.mp4,faceframes\fake\fakevideo571.mp4,1,0,video571
faceframes\real\video572.mp4,faceframes\fake\fakevideo572.mp4,1,0,video572
faceframes\real\video573.mp4,faceframes\fake\fakevideo573.mp4,1,0,video573
faceframes\real\video574.mp4,faceframes\fake\fakevideo574.mp4,1,0,video574
faceframes\real\video575.mp4,faceframes\fake\fakevideo575.mp4,1,0,video575
faceframes\real\video576.mp4,faceframes\fake\fakevideo576.mp4,1,0,video576
faceframes\real\video577.mp4,faceframes\fake\fakevideo577.mp4,1,0,video577
faceframes\real\video578.mp4,faceframes\fake\fakevideo578.mp4,1,0,video578
faceframes\real\video579.mp4,faceframes\fake\fakevideo579.mp4,1,0,video579
faceframes\real\video58.mp4,faceframes\fake\fakevideo58.mp4,1,0,video58
faceframes\real\video580.mp4,faceframes\fake\fakevideo580.mp4,1,0,video580
faceframes\real\video581.mp4,faceframes\fake\fakevideo581.mp4,1,0,video581
faceframes\real\video582.mp4,faceframes\fake\fakevideo582.mp4,1,0,video582
faceframes\real\video583.mp4,faceframes\fake\fakevideo583.mp4,1,0,video583
faceframes\real\video584.mp4,faceframes\fake\fakevideo584.mp4,1,0,video584
faceframes\real\video585.mp4,faceframes\fake\fakevideo585.mp4,1,0,video585
faceframes\real\video586.mp4,faceframes\fake\fakevideo586.mp4,1,0,video586
faceframes\real\video587.mp4,faceframes\fake\fakevideo587.mp4,1,0,video587
faceframes\real\video588.mp4,faceframes\fake\fakevideo588.mp4,1,0,video588
faceframes\real\video589.mp4,faceframes\fake\fakevideo589.mp4,1,0,video589
faceframes\real\video59.mp4,faceframes\fake\fakevideo59.mp4,1,0,video59
faceframes\real\video590.mp4,faceframes\fake\fakevideo590.mp4,1,0,video590
faceframes\real\video591.mp4,faceframes\fake\fakevideo591.mp4,1,0,video591
faceframes\real\video592.mp4,faceframes\fake\fakevideo592.mp4,1,0,video592
faceframes\real\video593.mp4,faceframes\fake\fakevideo593.mp4,1,0,video593
faceframes\real\video594.mp4,faceframes\fake\fakevideo594.mp4,1,0,video594
faceframes\real\video595.mp4,faceframes\fake\fakevideo595.mp4,1,0,video595
faceframes\real\video596.mp4,faceframes\fake\fakevideo596.mp4,1,0,video596
faceframes\real\video597.mp4,faceframes\fake\fakevideo597.mp4,1,0,video597
faceframes\real\video598.mp4,faceframes\fake\fakevideo598.mp4,1,0,video598
faceframes\real\video599.mp4,faceframes\fake\fakevideo599.mp4,1,0,video599
faceframes\real\video6.mp4,faceframes\fake\fakevideo6.mp4,1,0,video6
faceframes\real\video60.mp4,faceframes\fake\fakevideo60.mp4,1,0,video60
faceframes\real\video600.mp4,faceframes\fake\fakevideo600.mp4,1,0,video600
faceframes\real\video601.mp4,faceframes\fake\fakevideo601.mp4,1,0,video601
faceframes\real\video602.mp4,faceframes\fake\fakevideo602.mp4,1,0,video602
faceframes\real\video603.mp4,faceframes\fake\fakevideo603.mp4,1,0,video603
faceframes\real\video604.mp4,faceframes\fake\fakevideo604.mp4,1,0,video604
faceframes\real\video605.mp4,faceframes\fake\fakevideo605.mp4,1,0,video605
faceframes\real\video606.mp4,faceframes\fake\fakevideo606.mp4,1,0,video606
faceframes\real\video607.mp4,faceframes\fake\fakevideo607.mp4,1,0,video607
faceframes\real\video608.mp4,faceframes\fake\fakevideo608.mp4,1,0,video608
faceframes\real\video609.mp4,faceframes\fake\fakevideo609.mp4,1,0,video609
faceframes\real\video61.mp4,faceframes\fake\fakevideo61.mp4,1,0,video61
faceframes\real\video610.mp4,faceframes\fake\fakevideo610.mp4,1,0,video610
faceframes\real\video611.mp4,faceframes\fake\fakevideo611.mp4,1,0,video611
faceframes\real\video612.mp4,faceframes\fake\fakevideo612.mp4,1,0,video612
faceframes\real\video613.mp4,faceframes\fake\fakevideo613.mp4,1,0,video613
faceframes\real\video614.mp4,faceframes\fake\fakevideo614.mp4,1,0,video614
faceframes\real\video615.mp4,faceframes\fake\fakevideo615.mp4,1,0,video615
faceframes\real\video616.mp4,faceframes\fake\fakevideo616.mp4,1,0,video616
faceframes\real\video617.mp4,faceframes\fake\fakevideo617.mp4,1,0,video617
faceframes\real\video618.mp4,faceframes\fake\fakevideo618.mp4,1,0,video618
faceframes\real\video619.mp4,faceframes\fake\fakevideo619.mp4,1,0,video619
faceframes\real\video62.mp4,faceframes\fake\fakevideo62.mp4,1,0,video62
faceframes\real\video620.mp4,faceframes\fake\fakevideo620.mp4,1,0,video620
faceframes\real\video621.mp4,faceframes\fake\fakevideo621.mp4,1,0,video621
faceframes\real\video622.mp4,faceframes\fake\fakevideo622.mp4,1,0,video622
faceframes\real\video623.mp4,faceframes\fake\fakevideo623.mp4,1,0,video623
faceframes\real\video624.mp4,faceframes\fake\fakevideo624.mp4,1,0,video624
faceframes\real\video625.mp4,faceframes\fake\fakevideo625.mp4,1,0,video625
faceframes\real\video626.mp4,faceframes\fake\fakevideo626.mp4,1,0,video626
faceframes\real\video627.mp4,faceframes\fake\fakevideo627.mp4,1,0,video627
faceframes\real\video628.mp4,faceframes\fake\fakevideo628.mp4,1,0,video628
faceframes\real\video629.mp4,faceframes\fake\fakevideo629.mp4,1,0,video629
faceframes\real\video63.mp4,faceframes\fake\fakevideo63.mp4,1,0,video63
faceframes\real\video630.mp4,faceframes\fake\fakevideo630.mp4,1,0,video630
faceframes\real\video631.mp4,faceframes\fake\fakevideo631.mp4,1,0,video631
faceframes\real\video632.mp4,faceframes\fake\fakevideo632.mp4,1,0,video632
faceframes\real\video633.mp4,faceframes\fake\fakevideo633.mp4,1,0,video633
faceframes\real\video634.mp4,faceframes\fake\fakevideo634.mp4,1,0,video634
faceframes\real\video635.mp4,faceframes\fake\fakevideo635.mp4,1,0,video635
faceframes\real\video636.mp4,faceframes\fake\fakevideo636.mp4,1,0,video636
faceframes\real\video637.mp4,faceframes\fake\fakevideo637.mp4,1,0,video637
faceframes\real\video638.mp4,faceframes\fake\fakevideo638.mp4,1,0,video638
faceframes\real\video639.mp4,faceframes\fake\fakevideo639.mp4,1,0,video639
faceframes\real\video64.mp4,faceframes\fake\fakevideo64.mp4,1,0,video64
faceframes\real\video640.mp4,faceframes\fake\fakevideo640.mp4,1,0,video640
faceframes\real\video641.mp4,faceframes\fake\fakevideo641.mp4,1,0,video641
faceframes\real\video642.mp4,faceframes\fake\fakevideo642.mp4,1,0,video642
faceframes\real\video643.mp4,faceframes\fake\fakevideo643.mp4,1,0,video643
faceframes\real\video644.mp4,faceframes\fake\fakevideo644.mp4,1,0,video644
faceframes\real\video645.mp4,faceframes\fake\fakevideo645.mp4,1,0,video645
faceframes\real\video646.mp4,faceframes\fake\fakevideo646.mp4,1,0,video646
faceframes\real\video647.mp4,faceframes\fake\fakevideo647.mp4,1,0,video647
faceframes\real\video648.mp4,faceframes\fake\fakevideo648.mp4,1,0,video648
faceframes\real\video649.mp4,faceframes\fake\fakevideo649.mp4,1,0,video649
faceframes\real\video65.mp4,faceframes\fake\fakevideo65.mp4,1,0,video65
faceframes\real\video650.mp4,faceframes\fake\fakevideo650.mp4,1,0,video650
faceframes\real\video651.mp4,faceframes\fake\fakevideo651.mp4,1,0,video651
faceframes\real\video652.mp4,faceframes\fake\fakevideo652.mp4,1,0,video652
faceframes\real\video653.mp4,faceframes\fake\fakevideo653.mp4,1,0,video653
faceframes\real\video654.mp4,faceframes\fake\fakevideo654.mp4,1,0,video654
faceframes\real\video655.mp4,faceframes\fake\fakevideo655.mp4,1,0,video655
faceframes\real\video656.mp4,faceframes\fake\fakevideo656.mp4,1,0,video656
faceframes\real\video657.mp4,faceframes\fake\fakevideo657.mp4,1,0,video657
faceframes\real\video658.mp4,faceframes\fake\fakevideo658.mp4,1,0,video658
faceframes\real\video659.mp4,faceframes\fake\fakevideo659.mp4,1,0,video659
faceframes\real\video66.mp4,faceframes\fake\fakevideo66.mp4,1,0,video66
faceframes\real\video660.mp4,faceframes\fake\fakevideo660.mp4,1,0,video660
faceframes\real\video661.mp4,faceframes\fake\fakevideo661.mp4,1,0,video661
faceframes\real\video662.mp4,faceframes\fake\fakevideo662.mp4,1,0,video662
faceframes\real\video663.mp4,faceframes\fake\fakevideo663.mp4,1,0,video663
faceframes\real\video664.mp4,faceframes\fake\fakevideo664.mp4,1,0,video664
faceframes\real\video665.mp4,faceframes\fake\fakevideo665.mp4,1,0,video665
faceframes\real\video666.mp4,faceframes\fake\fakevideo666.mp4,1,0,video666
faceframes\real\video667.mp4,faceframes\fake\fakevideo667.mp4,1,0,video667
faceframes\real\video668.mp4,faceframes\fake\fakevideo668.mp4,1,0,video668
faceframes\real\video669.mp4,faceframes\fake\fakevideo669.mp4,1,0,video669
faceframes\real\video67.mp4,faceframes\fake\fakevideo67.mp4,1,0,video67
faceframes\real\video670.mp4,faceframes\fake\fakevideo670.mp4,1,0,video670
faceframes\real\video671.mp4,faceframes\fake\fakevideo671.mp4,1,0,video671
faceframes\real\video672.mp4,faceframes\fake\fakevideo672.mp4,1,0,video672
faceframes\real\video673.mp4,faceframes\fake\fakevideo673.mp4,1,0,video673
faceframes\real\video674.mp4,faceframes\fake\fakevideo674.mp4,1,0,video674
faceframes\real\video675.mp4,faceframes\fake\fakevideo675.mp4,1,0,video675
faceframes\real\video676.mp4,faceframes\fake\fakevideo676.mp4,1,0,video676
faceframes\real\video677.mp4,faceframes\fake\fakevideo677.mp4,1,0,video677
faceframes\real\video678.mp4,faceframes\fake\fakevideo678.mp4,1,0,video678
faceframes\real\video679.mp4,faceframes\fake\fakevideo679.mp4,1,0,video679
faceframes\real\video68.mp4,faceframes\fake\fakevideo68.mp4,1,0,video68
faceframes\real\video680.mp4,faceframes\fake\fakevideo680.mp4,1,0,video680
faceframes\real\video681.mp4,faceframes\fake\fakevideo681.mp4,1,0,video681
faceframes\real\video682.mp4,faceframes\fake\fakevideo682.mp4,1,0,video682
faceframes\real\video683.mp4,faceframes\fake\fakevideo683.mp4,1,0,video683
faceframes\real\video684.mp4,faceframes\fake\fakevideo684.mp4,1,0,video684
faceframes\real\video685.mp4,faceframes\fake\fakevideo685.mp4,1,0,video685
faceframes\real\video686.mp4,faceframes\fake\fakevideo686.mp4,1,0,video686
faceframes\real\video687.mp4,faceframes\fake\fakevideo687.mp4,1,0,video687
faceframes\real\video688.mp4,faceframes\fake\fakevideo688.mp4,1,0,video688
faceframes\real\video689.mp4,faceframes\fake\fakevideo689.mp4,1,0,video689
faceframes\real\video69.mp4,faceframes\fake\fakevideo69.mp4,1,0,video69
faceframes\real\video690.mp4,faceframes\fake\fakevideo690.mp4,1,0,video690
faceframes\real\video691.mp4,faceframes\fake\fakevideo691.mp4,1,0,video691
faceframes\real\video692.mp4,faceframes\fake\fakevideo692.mp4,1,0,video692
faceframes\real\video693.mp4,faceframes\fake\fakevideo693.mp4,1,0,video693
faceframes\real\video694.mp4,faceframes\fake\fakevideo694.mp4,1,0,video694
faceframes\real\video695.mp4,faceframes\fake\fakevideo695.mp4,1,0,video695
faceframes\real\video696.mp4,faceframes\fake\fakevideo696.mp4,1,0,video696
faceframes\real\video697.mp4,faceframes\fake\fakevideo697.mp4,1,0,video697
faceframes\real\video698.mp4,faceframes\fake\fakevideo698.mp4,1,0,video698
faceframes\real\video699.mp4,faceframes\fake\fakevideo699.mp4,1,0,video699
faceframes\real\video7.mp4,faceframes\fake\fakevideo7.mp4,1,0,video7
faceframes\real\video70.mp4,faceframes\fake\fakevideo70.mp4,1,0,video70
faceframes\real\video700.mp4,faceframes\fake\fakevideo700.mp4,1,0,video700
faceframes\real\video701.mp4,faceframes\fake\fakevideo701.mp4,1,0,video701
faceframes\real\video702.mp4,faceframes\fake\fakevideo702.mp4,1,0,video702
faceframes\real\video703.mp4,faceframes\fake\fakevideo703.mp4,1,0,video703
faceframes\real\video704.mp4,faceframes\fake\fakevideo704.mp4,1,0,video704
faceframes\real\video705.mp4,faceframes\fake\fakevideo705.mp4,1,0,video705
faceframes\real\video706.mp4,faceframes\fake\fakevideo706.mp4,1,0,video706
faceframes\real\video707.mp4,faceframes\fake\fakevideo707.mp4,1,0,video707
faceframes\real\video708.mp4,faceframes\fake\fakevideo708.mp4,1,0,video708
faceframes\real\video709.mp4,faceframes\fake\fakevideo709.mp4,1,0,video709
faceframes\real\video71.mp4,faceframes\fake\fakevideo71.mp4,1,0,video71
faceframes\real\video710.mp4,faceframes\fake\fakevideo710.mp4,1,0,video710
faceframes\real\video711.mp4,faceframes\fake\fakevideo711.mp4,1,0,video711
faceframes\real\video712.mp4,faceframes\fake\fakevideo712.mp4,1,0,video712
faceframes\real\video713.mp4,faceframes\fake\fakevideo713.mp4,1,0,video713
faceframes\real\video714.mp4,faceframes\fake\fakevideo714.mp4,1,0,video714
faceframes\real\video715.mp4,faceframes\fake\fakevideo715.mp4,1,0,video715
faceframes\real\video716.mp4,faceframes\fake\fakevideo716.mp4,1,0,video716
faceframes\real\video717.mp4,faceframes\fake\fakevideo717.mp4,1,0,video717
faceframes\real\video718.mp4,faceframes\fake\fakevideo718.mp4,1,0,video718
faceframes\real\video719.mp4,faceframes\fake\fakevideo719.mp4,1,0,video719
faceframes\real\video72.mp4,faceframes\fake\fakevideo72.mp4,1,0,video72
faceframes\real\video720.mp4,faceframes\fake\fakevideo720.mp4,1,0,video720
faceframes\real\video721.mp4,faceframes\fake\fakevideo721.mp4,1,0,video721
faceframes\real\video722.mp4,faceframes\fake\fakevideo722.mp4,1,0,video722
faceframes\real\video723.mp4,faceframes\fake\fakevideo723.mp4,1,0,video723
faceframes\real\video724.mp4,faceframes\fake\fakevideo724.mp4,1,0,video724
faceframes\real\video725.mp4,faceframes\fake\fakevideo725.mp4,1,0,video725
